JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Advanced Analytics Manager - Data & Analytics Consulting - Dublin,PwC,Dublin,30+ days ago,2021-01-22,"Ability to provide advice about big data, a big data strategy, the implementation of big data and which technologies best fit specific needs.",,https://ie.indeed.com/rc/clk?jk=0f7d5a2723f95bca&fccid=5e964c4afc56b180&vjs=3
Data Engineer,Idiro Analytics,Dublin,30+ days ago,2021-01-22,Implement data solutions and automate data processing. Idiro Analytics is a pioneer in the area of advanced analytics and works with blue-chip companies around…,,https://ie.indeed.com/company/Idiro-Analytics/jobs/Data-Engineer-dc6a46cd98db47ea?fccid=63fb844e405f53bf&vjs=3
Data Engineer,Trūata,"Sandyford, County Dublin",28 days ago,2021-01-22,"Work with client stakeholders to gather requirements around their data analytics needs and use of data. As a Data Engineer, you will build analytic tools /…",,https://ie.indeed.com/rc/clk?jk=1b8b25fc17f455f8&fccid=c45ecdf64a9dca5d&vjs=3
Data & Analytics Manager,Scrapinghub,Dublin,30+ days ago,2021-01-22,We’re a globally distributed team of over 190 Shubbers who are passionate about web data and data science. We are now seeking a Data & Analytics Manager to lead…,,https://ie.indeed.com/rc/clk?jk=9bfbc499ea6e728d&fccid=bbc8d5b511e37340&vjs=3
Business Intelligence and Data Analytics IT Graduate Programme 2021,Ryanair,Dublin,30+ days ago,2021-01-22,We are pleased to announce that we are now accepting applications for our BI and Data Analytics Graduate Programme starting in September 2021.,,https://ie.indeed.com/rc/clk?jk=e5c7501d975f420e&fccid=e04ab2cfa8d5c04a&vjs=3
Data Historian/OSI Pi Engineer,SimoTech,"South Dublin, County Dublin",30+ days ago,2021-01-22,Promote the use of data analytics to support achievement of site business goals. This includes promoting awareness and training on data analytics tools and…,,https://ie.indeed.com/rc/clk?jk=d6ebd78626a98b36&fccid=4d570e312339c38d&vjs=3
Data Historian/OSI Pi Engineer,SimoTech,"South Dublin, County Dublin",30+ days ago,2021-01-22,Promote the use of data analytics to support achievement of site business goals. This includes promoting awareness and training on data analytics tools and…,,https://ie.indeed.com/rc/clk?jk=d6ebd78626a98b36&fccid=4d570e312339c38d&vjs=3
Data Analyst,Zenith Technologies,"Kinsale, County Cork",30+ days ago,2021-01-22,"Knowledge of data structures, data base design, data warehouses, business intelligence/analytic tools, SQL, ETL tools, and data integration methods.",,https://ie.indeed.com/rc/clk?jk=d0ff81ae9adde6d6&fccid=e8ff082835412e8e&vjs=3
Data Analyst,HIREXA Solutions,Dublin,14 days ago,2021-01-22,"You have at least 7+ years of experience in applied data science, analytics, data storytelling. Inform, influence, support, and execute analysis that feeds into…",€250 - €300 a day,https://ie.indeed.com/company/HIREXA-Solutions/jobs/Data-Analyst-d2a1bf9a6525dce1?fccid=20abf75419cfda57&vjs=3
"Technology Enablement Intern - Summer 2021 - Dublin, Ireland","Guidewire Software, Inc.",Dublin,7 days ago,2021-01-22,"Guidewire combines core, data, digital, analytics, and AI to deliver our platform as a cloud service. Summer Internship Technology Enablement (TE) Intern –…",,https://ie.indeed.com/rc/clk?jk=1d0e96c5185267fe&fccid=be90d89fb010b0bf&vjs=3
Digital Media Executive,Fallon and Byrne,"South Dublin, County Dublin",2 days ago,2021-01-22,"Prepare monthly reports for online sales, data analytics and campaign analysis. Fallon and Byrne are delighted to announce an exciting career opportunity for an…",,https://ie.indeed.com/company/Fallon-&-Byrne/jobs/Digital-Media-Executive-495ab3b44218bef3?fccid=19565ba57cda0f64&vjs=3
Junior Systems Analyst,Vodafone,Dublin,2 days ago,2021-01-22,"Provide 2nd level support to data gathering team on incidents and defects. Manage VROM/Estimations on high-level scope for Analysis, data gathering and…",,https://ie.indeed.com/rc/clk?jk=7cd7f04ce1e6b9c2&fccid=374d720d3973ca1c&vjs=3
Graduate Sales Role,CX Index,Dublin,30+ days ago,2021-01-22,Providing data is voluntary but necessary for this purpose. Processing your data is lawful because it is necessary in order to take steps at the request of the…,,https://ie.indeed.com/rc/clk?jk=c4d7782a936926fc&fccid=ac47c9aa3831f670&vjs=3
Data Analyst (French Speaking),Intercontinental Exchange,Dublin,Today,2021-01-22,"Use excel functions to organize, analyze and create reference data. Help identify trends and causation of inaccurate and/or incomplete data.",,https://ie.indeed.com/rc/clk?jk=02e3e2ad16a388d4&fccid=306f81e1483f7d82&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXivtXeNL4JK6W2PQyhHKtXiA_r2IrRIunWZ9znABf-ojjQX2VSUzEOVF2nUeD5-6LDQycAjldZw9HRr3H9fh58dYoqcc57oB1OuW0i6CoWdUpOzQM4CAeXoljLHc0JhbZ7gJ9g6SJw66tm8rFxzDNk9-4VohDz01cz69i4uo3lwHW0fVdDsLQzhio6rkaOejcRfFAPJ-X0lGIhAW9LiZPZaj5-pRXAyqOmww6stcZxVVC4xw7mYlZ7tzYskwSSgTc_xcmYp9Ehu20zWscdRpfOs1CpUOB7GQgc&p=8&fvj=1&vjs=3
Data Engineer,Nitro,Dublin,Today,2021-01-22,"You will use your skills in software development and big data processing, storage and analytics to help us build our next generation of products and data…",,https://ie.indeed.com/rc/clk?jk=0a07eed7cfc03722&fccid=b801548a8e6866f5&vjs=3
Senior Data Analyst,Quantcast,Dublin,30+ days ago,2021-01-22,2+ years of working with Tableau or similar data visualisation tools and have developed a strong sense for good data visualisation practices.,,https://ie.indeed.com/rc/clk?jk=e3e29a49d6f8ab86&fccid=ae804d7135a7b480&vjs=3
Software Engineer - Data Engine,Zendesk,Dublin,10 days ago,2021-01-22,Explore is a complex reporting application which provides analytics for Zendesk data. You’ll be joining a team that works on our Explore analytics data engine…,,https://ie.indeed.com/rc/clk?jk=a4c17c2ca073c8a3&fccid=41e8f9abd9840a7a&vjs=3
People Reporting & Analytics Manager,Penneys,Dublin,28 days ago,2021-01-22,Drive and advance P&C data visualisation and advanced analytics strategy. Lead a team including data analyst in the delivery of data solutions.,,https://ie.indeed.com/rc/clk?jk=281763c82b1b356f&fccid=909e8aea2791d782&vjs=3
eCommerce Manager – Analytics and CRO,Life Style Sports,Dublin,Just posted,2021-01-22,"Analyse onsite behavioural data and provide insights based on analysis. Drive adoption of Salesforce Commerce Cloud across onsite search, analytics, content,…",,https://ie.indeed.com/company/Life-Style-Sports/jobs/Ecommerce-Manager-Analytic-Cro-c239aac8a51e61b3?fccid=6bdc90a92ae9ddce&vjs=3
Marketing Data Analyst - Dublin / Remote,Phorest,Dublin,9 days ago,2021-01-22,"3+ years of data visualisation experience with Tableau, Looker or Periscope Data. Proven ability to perform detailed data analysis, providing insights and…",,https://ie.indeed.com/rc/clk?jk=6c36cb13e4ad103f&fccid=310c8342e2ac00c2&vjs=3
"Research Scientist - Artificial Intelligence, Machine Learning, Deep Learning, PhD",Afiniti,Dublin,30+ days ago,2021-01-22,Afiniti is the world’s leading applied artificial intelligence and advanced analytics provider. Familiarity with simulation and at least one programming…,,https://ie.indeed.com/rc/clk?jk=cf656c638c7dc56f&fccid=b699f89e027ca757&vjs=3
"IFDS -Transfer Agency (Registration Team/Anti-Money Laundering),Associate 2-Dublin",State Street,"South Dublin, County Dublin",1 day ago,2021-01-22,"We provide investment servicing, data & analytics, investment research & trading and investment management to institutional clients. Who we are looking for.",,https://ie.indeed.com/rc/clk?jk=e3dd59eb2232b44d&fccid=92f1ccd9154b0139&vjs=3
Senior Data Engineer - Analytics,WorkHuman,Dublin,30+ days ago,2021-01-22,You will build data pipelines and dataflows to load data from batch sources and streaming into data lake / data warehouse. The value you will deliver:,,https://ie.indeed.com/rc/clk?jk=7f12803dd5cd24e4&fccid=2ee5d5861035d939&vjs=3
Data Engineer,Affirma Consulting,Dublin,30+ days ago,2021-01-22,1+ years of experience productionizing advanced analytics solutions working with machine learning and/or natural language processing within a big data…,€30 - €45 an hour,https://ie.indeed.com/company/Affirma-Consulting/jobs/Data-Engineer-62da227a5cff5e2c?fccid=bcea08268523ce65&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXi48G7vQtAzFgXdpI3QY_5tjUivgS7lp1spYpDNRJpbpjGfodSAIXlRYIfCu7wU7G3cQa10JXu6rwkWBfhQCzNOsf8G0A0rpVgUPK7EUQM2x5Y2MUHxtpGnty7TZC7_r6qdKhGL1hj3I0BelQD1EshmaTvNAsWXkSRR5i5eHEMD6R9QRYkU6chnac6D73ux_VBu5VQ5sPyK8qfO43-zPCERUxKYGyuz91-u9a2yM_PKPIs8qcLYtElh_0a281GTWT6rKnTa1YyhmjAP5xmigyeapJEj2mo7Cw3&p=4&fvj=1&vjs=3
Sales Analyst,Glenveagh Properties PLC,"Maynooth, County Kildare",30+ days ago,2021-01-22,"Educated to degree level in finance, data analytics or similar discipline. Coordinating and extracting data from Salesforce for presentation to the business.",,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CcuwH2vuX5hDgkpU_fpAk8dgdgSdn6Pv3K6a8X-UNJa3ha9DrWBre1Gfk5s9dyIeUlRftN_MHZOGl_v_HJeVOZAi0hCfy0G8GfBdiTK0vbWCoByzyQOmqRf5_-sSW79ufn0RwFtc0nr5q-x7Y0QOyETvhzMHtbZ7gAiy2XoZbGkpOd4hugk7dtJTyOjt5Wc78ubllwTd7jG1eQ7ucmwaOSWXcwl1k4Hhgnm-aU1OH2Lnma0AS6LFOc2mHBicIk3roeJXKXes1PlA412nNr-HvpYW5uFwdE7_9vq69dfU-tB2hREUvhQC6QoZZiUDQ8Zn527DC6fowdAIxKyH3D2M2LtWyIUmu0XScv6Uy9DjV9oew0PwWVRv0ic-J3Zoizm1tZC7-RYbjpuL9LmeqWUmMvfbLlibfO8Cqkny6eAGCAxA==&p=5&fvj=0&vjs=3
Sales Programs Trainee,Salesforce,Dublin,30+ days ago,2021-01-22,"Our team deploys a mix of strategy, operations and analytics to help our Sales teams drive productivity and close deals. Fluency in English is required.",,https://ie.indeed.com/rc/clk?jk=5339a516b3b4b307&fccid=4027cfd917e1ee29&vjs=3
Reporting Systems and BI Analyst,Penneys,Dublin,30+ days ago,2021-01-22,Responsible for presentation of data using visualisation tools such as Tableau. Expert in the use of large data warehouse such as Teradata.,,https://ie.indeed.com/rc/clk?jk=7b85811051fb772a&fccid=909e8aea2791d782&vjs=3
Equity Analytics Specialist,Morgan McKinley,Dublin,8 days ago,2021-01-22,"Calculation of Portfolio turnover, Active Share and ESG data. This is a permanent role on the performance analytics group where the primary focus is to support…",,https://ie.indeed.com/rc/clk?jk=73b60db93df0d73e&fccid=893f9f3cd9fe4472&vjs=3
CIB - Global Fund Services Operations - GFSO Change Associate,"JPMorgan Chase Bank, N.A.",Dublin,Today,2021-01-22,"Through material investment in data analytics, robotics, platform re-engineering, visualization methods and 'skills of the future' training, the traditional …",,https://ie.indeed.com/rc/clk?jk=b191be928c086f03&fccid=aaf3b433897ea465&vjs=3
Data Scientist,Apple,Cork,30+ days ago,2021-01-22,Experience with data encryption and data security standards. Create data pipelines to enable one off and/or continuous analytics.,,https://ie.indeed.com/rc/clk?jk=5e0fffab54064169&fccid=c1099851e9794854&vjs=3
"Program Coordinator, Mastery Technology",Google,Dublin,1 day ago,2021-01-22,"Basic SQL and scripting skills needed for data analysis. We deliver innovative solutions to complex problems using technology, analytics, operational rigor,…",,https://ie.indeed.com/rc/clk?jk=4ff884bb26ca84cc&fccid=a5b4499d9e91a5c6&vjs=3
P2P Data/Reporting Analyst P1-P3,Eli Lilly,Cork,1 day ago,2021-01-22,"Ensure relevant analytics are conducted to provide confidence that the data are complete, accurate, and timely. Lead data quality governance processes.",,https://ie.indeed.com/rc/clk?jk=8e78a9d7349f19c0&fccid=ac8d156b339793e6&vjs=3
SAP CoE Support Engineer - S4 Analytics,SAP,Dublin,1 day ago,2021-01-22,Work Area: Customer Service and Support. Employment Type: Regular Full Time. SAP started in 1972 as a team of five colleagues with a desire to do something new.,,https://ie.indeed.com/rc/clk?jk=25dff06dc96d36bb&fccid=156c7820d1988640&vjs=3
Sales Data Analyst,Cloudera,Cork,Today,2021-01-22,"Experience with data modeling or diagramming tools to develop data flow & structure diagrams. Work with data producers, owners, consumers, operators and perform…",,https://ie.indeed.com/rc/clk?jk=790fef9fcd128476&fccid=eb507df48b2f81c7&vjs=3
Business Intelligence Analyst,Gambling.com Group,Dublin,9 days ago,2021-01-22,"Demonstrable experience in data exploration and data interrogation, relational database design, data warehousing, data modelling or similar.",,https://ie.indeed.com/rc/clk?jk=9b7ec0b0098ca47c&fccid=35e7ded440219417&vjs=3
Data Scientist,"Groupon, Inc.",Dublin,30+ days ago,2021-01-22,You will work closely with data engineers and analytics team to ensure the ongoing evolution and improvement of our data assets.,,https://ie.indeed.com/rc/clk?jk=baea3a732ec133da&fccid=863ad2cc91c92c82&vjs=3
Senior Data Warehouse Developer,Dunnes,Dublin,30+ days ago,2021-01-22,"The role will focus on designing data marts/lakes, ETL and BI reports/analytics. Design of new schemas, data flows and processes.",,https://ie.indeed.com/rc/clk?jk=2ad31679163cc92c&fccid=83651fae66bf743c&vjs=3
Data Administrator,Abrivia,Kildare,16 days ago,2021-01-22,"Compiling, verifying accuracy and sorting information prior to data entry. Cleansing and maintaining supplier and product data within agreed timeframes.","€35,000 a year",https://ie.indeed.com/rc/clk?jk=e8ee54213dc20cb6&fccid=8a528c60ec9ea955&vjs=3
"Business Integrity Associate, Technical",Facebook,Dublin,6 days ago,2021-01-22,Experience with reporting systems and data pipeline architecture. Investigate & define clear business problems and prioritise solutions using data-driven…,,https://ie.indeed.com/rc/clk?jk=6e70ccea05419854&fccid=1639254ea84748b5&vjs=3
Solution Architect Data Warehouse,Sandvik,Dublin,Today,2021-01-22,Good understanding of Azure data warehousing technologies and capabilities. Proven track record of Azure data warehouse architecture and solution deployments.,,https://ie.indeed.com/rc/clk?jk=a771bddf98622501&fccid=ddf112e6635311aa&vjs=3
Sales Analyst,Glenveagh Properties PLC,"Maynooth, County Kildare",30+ days ago,2021-01-22,"Educated to degree level in finance, data analytics or similar discipline. Coordinating and extracting data from Salesforce for presentation to the business.",,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CcuwH2vuX5hDgkpU_fpAk8dgdgSdn6Pv3K6a8X-UNJa3ha9DrWBre1Gfk5s9dyIeUlRftN_MHZOGl_v_HJeVOZAi0hCfy0G8GfBdiTK0vbWCoByzyQOmqRf5_-sSW79ufn0RwFtc0nr5q-x7Y0QOyETvhzMHtbZ7gAiy2XoZbGko-71PiEPiw-HRyd8anrSxaV5Ttpq003CmG9T2EGzdZnY5q3c007nWmQQovrebsxB0ofX9cl80QDBZXgYx_a_D5imCIa0XdSWQTr0DCNc9KSEg4IHNwTPjHtHM3dCQkrxO1bAHPj6FG6_k-R6HohroKvC03iLZeYcbSS4htEbxmlJlPyZCoKzWK5PgqpwtbSS9bKqm5p1RwNzRsFqA16SlxLiZWt0SEN0iXuVU75OOizpJproasI-UmIkWdldzWTUg==&p=6&fvj=0&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXiSIwk4H750Qp-yXgE3ct5zydiGIiA85ZWol-crQEZnimE2Pqk9zZY-aAuYMfqxyzH9tlzeFf9c677Acjk6jJz_9kzyYX1beVg9DvAvjotQG1cM60VJgPykeQM9HrfIwBfltt_KuE2P0bdlXdB_z365ongDyI4neGnWm_8Uey37v9QINH9Tos4BLZ6jWhoPo5kzwqoeqfcmTdHpn9saiqBEsekottKFChMeaH9_W04K2td44B_ReHLq_3FAB_t0hot0VUI3TyekX-SsuUdfb8fDNlCTDQgY3wv&p=7&fvj=1&vjs=3
Experienced digital content creator (energy analytics dashboard),Wattics,Dublin,3 days ago,2021-01-22,"Working knowledge of energy analytics and cloud-based software dashboard, data integration, metering hardware and energy services.",,https://ie.indeed.com/rc/clk?jk=b330e57f6e8f8803&fccid=3101a7bf9b3dfcc6&vjs=3
Data Operations Lead,Firstaff Personnel Consultants Ltd,Dublin,30+ days ago,2021-01-22,Act as central point person for all data assets in the data warehouse and guide the team in navigating the data warehouse.,"€80,000 a year",https://ie.indeed.com/rc/clk?jk=5f3887e8cd3c8fb8&fccid=00eed407d34e9f15&vjs=3
Business Intelligence Analyst,Circle K Europe,Dublin,10 days ago,2021-01-22,"3+ years of experience in data analytics, business intelligence, and/or data science with a particular focus on retail / commercial / financial analytics.",,https://ie.indeed.com/rc/clk?jk=8d9f5b3c61f7b769&fccid=9cfe635d4940df97&vjs=3
Graduate Legal Analyst,Brightflag,Dublin,30+ days ago,2021-01-22,"Classifying invoice data to improve AI accuracy. As a Legal Analyst at Brightflag, you will work as a part of our talented legal product team on legal…",,https://ie.indeed.com/rc/clk?jk=075bb3d94134c76a&fccid=5cb1c15e8aaebeb6&vjs=3
Workforce Planning Specialist,Facebook,Dublin,Today,2021-01-22,"Work with internal Facebook teams (data engineering, data analytics, WFM, partner management, etc.). Data analytics/business analytics and visualization…",,https://ie.indeed.com/rc/clk?jk=80b3afe3dd958a35&fccid=1639254ea84748b5&vjs=3
"Security Monitoring, Data Analytics & Automation Strategy Consultant",Dell Technologies,Dublin,30+ days ago,2021-01-22,"Identify data use (and misuse), gaps and opportunities. Support the business as part of a team of Infrastructure Operationally focused data AI and log Analytics…",,https://ie.indeed.com/rc/clk?jk=834415004d52411b&fccid=dd09fe3b43125016&vjs=3
Analytics Manager,Facebook,Dublin,30+ days ago,2021-01-22,"Enable Quality to provide analysis, insights and performance reporting through the utilisation of data analytics tools and techniques.",,https://ie.indeed.com/rc/clk?jk=23b044bc643f6f49&fccid=1639254ea84748b5&vjs=3
Chief Data Officer,Mediolanum International Funds Limited,Dublin,2 days ago,2021-01-22,O Working with our data stewards to improve data governance and data quality. O Assist data stewards in understanding and enforcing the data governance policy.,,https://ie.indeed.com/rc/clk?jk=e07f84e9b8d461c5&fccid=5fe576c1c34a75fd&vjs=3
Data Analyst II,"Groupon, Inc.",Dublin,30+ days ago,2021-01-22,Work closely with data engineers and analytics team to ensure the ongoing evolution and improvement of our data assets. Develop ad-hoc analysis and reports.,,https://ie.indeed.com/rc/clk?jk=7afc00c6d7752982&fccid=863ad2cc91c92c82&vjs=3
Benefits Administrator,Willis Towers Watson,Dublin,30+ days ago,2021-01-22,"Adhering to all data protection requirements. From employee benefits to executive compensation, we take a rounded perspective, based on leading-edge thinking,…",,https://ie.indeed.com/rc/clk?jk=25c628ac335e23a1&fccid=52f90de7b5346a08&vjs=3
Sales Analyst,Glenveagh Properties PLC,"Maynooth, County Kildare",30+ days ago,2021-01-22,"Educated to degree level in finance, data analytics or similar discipline. Coordinating and extracting data from Salesforce for presentation to the business.",,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CcuwH2vuX5hDgkpU_fpAk8dgdgSdn6Pv3K6a8X-UNJa3ha9DrWBre1Gfk5s9dyIeUlRftN_MHZOGl_v_HJeVOZAi0hCfy0G8GfBdiTK0vbWCoByzyQOmqRf5_-sSW79ufn0RwFtc0nr5q-x7Y0QOyETvhzMHtbZ7gAiy2XoZbGkhqvyG8iav8kBpHqaG5tLnMuPhh9YXOyuW8Ui-T_4hYsbWWlkS4L7oc6QgLjVSbF7IF6sBuNmCf7AedWU9-277wc3QGHSvPu-Bok2BI4BOz-QxAEJc4vLU2fOELqw6pZkLivjXl2tbur55AUzCRidv7TLfDlH93LyG3a70QteKDPZ7PnZ3mR0Wr0xByXa-t_brzVwC2akMuYciFARNWCorX0A7sSlA-wFbQ7b4smDmlnkxzymSPX66sS_1sc_q-u_w==&p=3&fvj=0&vjs=3
"Graduate, Operations Specialist 1 - Regulatory Reporting",IQVIA,Dublin,8 days ago,2021-01-22,"Review, assess and process Lifecycle Safety data and information, across all service lines, received from various sources and distribute reports/data onwards to…",,https://ie.indeed.com/rc/clk?jk=c876d0c0fe4cb026&fccid=6b7a1dfe07e7f037&vjs=3
